sport,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,label,byte_ratio,packet_ratio,load_ratio,jit_ratio,pkt_rate,ewma_score
34260,39391,114,5,0.026908,2854,30856,31,29,7,17,0,830087.6875,8982904.0,46,48,255,255,318121583,2471543400,62,643,0,0,37.753152,36.498044,0.590244,0.562404,0.000591,0.000472,0.000119,0,0,0.0,0.0,0,5,5,1,3,1,1,3,0,0.09249116894059695,0.9387755102040817,0.09240748816780318,1.0068032348567302,91.53692443724267,58968587.05879288
29855,46132,114,5,0.00557,2054,2478,31,29,6,6,0,2816517.0,3411131.0,22,24,255,255,3999969478,4000259804,93,103,0,0,15.113541,12.860346,0.248952,0.217739,0.000679,0.000553,0.000126,0,0,0.0,0.0,0,3,4,1,3,1,1,2,0,0.8285599031867689,0.88,0.8256839664955797,1.0904158525335514,45.745199240231905,1103005.4917935876
25192,47344,120,2,0.001016,130,162,31,29,0,0,2,511811.0,637795.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.008,0.006,0.0,0.0,0.0,0,0,0.0,0.0,1,3,5,1,2,1,1,1,0,0.7975460122699386,0.6666666666666666,0.8024678727728487,0.0,3.99594012483317,499821.2500622913
20890,13209,114,5,0.289862,3728,5474,31,29,7,7,11,99688.8125,144786.1406,32,24,255,255,3590317138,1441031976,117,228,0,0,585.928964,17.469863,9.350388,12.572435,0.000693,0.000569,0.000124,0,0,0.0,0.0,0,1,2,2,5,1,1,1,0,0.6809132420091324,1.28,0.6885197959355238,31.723514354167108,43.41549716171187,90144082.95371144
49256,28441,114,5,0.045858,2542,21450,31,29,7,14,0,432465.4375,3653015.75,40,42,255,255,101519205,2295840199,64,511,0,0,73.333411,71.115476,1.198553,1.105561,0.00083,0.000527,0.000303,0,0,0.0,0.0,0,4,1,1,1,1,1,2,0,0.11850263390984103,0.9302325581395349,0.11838583480352233,1.0168886772653347,78.40452527972249,61267735.34860324
63929,1202,120,2,0.004724,568,312,31,29,0,0,0,721422.5,396274.3438,4,4,0,0,0,0,142,78,0,0,1.771774,1.517922,1.258333,1.081333,0.0,0.0,0.0,0,0,0.0,0.0,1,3,7,7,3,1,1,3,0,1.8146964856230032,0.8,1.8205081675838548,0.7036651651639725,7.962385690000438,1289498.3493337212
29033,62606,114,5,1.072036,1580,10168,31,29,3,5,5,10813.06934,71669.23438,12,18,255,255,16628820,17628434,132,565,1,3924,10022.36275,8075.428881,97.425634,63.029116,0.000678,0.000537,0.000141,0,0,1.0,0.0,0,1,2,2,1,1,1,1,0,0.15537417641852688,0.631578947368421,0.1508725265591911,1.240939887872703,14.478512921590166,97489233.51919241
18499,61478,114,5,0.231481,6596,242532,31,29,12,89,0,225850.0625,8340866.0,108,204,255,255,430334854,434441054,61,1189,0,0,127.507614,80.003269,2.16042,1.137473,0.000701,0.000572,0.000129,0,0,0.0,0.0,1,15,15,9,9,6,1,6,0,0.027196299060334057,0.526829268292683,0.027077528331287383,1.5741045463239267,253.35348251414354,670914.8385822832
32591,47344,120,2,0.000984,130,162,31,29,0,0,2,528455.25,658536.5625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.005,0.002,0.0,0.0,0.0,0,0,0.0,0.0,0,3,3,3,2,1,1,4,0,0.7975460122699386,0.6666666666666666,0.8024678926344464,0.0,3.99606786921669,543905.7702440909
28720,28379,114,5,0.105874,3614,45854,31,29,7,24,0,268545.625,3408957.75,60,62,255,255,2536290940,514841382,60,740,0,0,97.882891,95.40738,1.788831,1.727721,0.000622,0.000477,0.000145,0,0,0.0,0.0,1,7,4,2,7,1,1,1,0,0.07881365172827391,0.9523809523809523,0.07877643723321674,1.0153049590186976,110.3199822041209,702306.4214433051
45718,62606,114,5,1.265512,904,33884,62,252,2,13,5,5240.566895,207511.2656,12,32,255,255,2876228022,3590227951,75,1059,1,16036,6830.936844,4427.575712,114.964,37.595582,0.149494,0.100045,0.049449,0,1,1.0,0.0,0,2,1,1,1,1,1,1,1,0.026678471299985244,0.36363636363636365,0.025254251260027685,1.5424681180205144,19.421658327124288,76129880.74010104
23844,62606,114,5,1.004746,1580,10168,31,29,3,5,5,11537.24512,76469.07813,12,18,255,255,3980621147,1836276423,132,565,1,3924,9528.795229,7674.743105,91.311365,59.070057,0.000713,0.000551,0.000162,0,0,1.0,0.0,1,3,4,3,2,1,1,1,0,0.15537417641852688,0.631578947368421,0.15087267336626167,1.2414166418353576,14.964489266969482,1102230.230468271
41204,47344,120,6,3e-06,264,0,60,0,0,0,2,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,21,21,21,21,21,9,21,0,264.0,2.0,352000000.0,0.0,1.999994000018,290569225.55079216
22259,20894,114,5,0.265639,4576,2768,31,29,7,7,0,132089.0313,79897.90625,24,24,255,255,1937666174,1941149954,191,115,0,0,820.100923,23.130945,11.534304,11.524261,0.000737,0.000577,0.00016,0,0,0.0,0.0,1,6,4,3,1,1,1,1,0,1.6525821596244132,0.96,1.653201996116186,33.985445783412125,37.925506404274834,825286.4018371864
35671,47290,114,5,0.054942,5486,95318,31,29,7,42,0,790506.3125,13737541.0,96,98,255,255,3774120765,1624846173,57,973,0,0,36.720031,35.795061,0.587226,0.560113,0.000777,0.000602,0.000175,0,0,0.0,0.0,0,1,12,1,1,1,1,2,0,0.05755410778543627,0.9696969696969697,0.057543504689558,0.9979608676284026,183.89636586655948,1099389.9110655168
39262,62370,114,5,0.046448,320,1842,31,29,1,2,4,45986.91016,277643.8125,6,8,255,255,715954437,779487688,53,230,0,0,642.82778,15.761363,9.2204,6.566,0.000632,0.000484,0.000148,0,0,0.0,0.0,1,6,3,4,11,1,1,4,0,0.17362995116657623,0.6666666666666666,0.1656321605504515,38.35176053403294,13.378591196122501,1541519.9449044443
49497,13209,114,5,0.010146,3728,5474,31,29,7,7,11,2848018.75,4136408.25,32,24,255,255,1294097981,3439798305,117,228,0,0,19.99113,0.595914,0.32729,0.409174,0.000734,0.000595,0.000139,0,0,0.0,0.0,0,2,3,3,3,1,1,4,0,0.6809132420091324,1.28,0.6885244128104587,12.52644566060577,55.43753081237762,8939701.348898727
26719,12108,114,5,0.857596,2934,3742,31,29,11,15,3,26847.14063,34263.21875,52,54,255,255,1527591898,1528609715,56,69,0,0,1594.45521,53.279566,16.809373,16.170812,0.000698,0.000539,0.000159,0,0,0.0,1.0,2,1,1,4,2,1,1,2,0,0.7838632113278119,0.9454545454545454,0.783532840070956,29.374870278071125,57.06299970499506,1224893.7768257328
4103,25221,114,5,0.304219,424,8824,31,29,1,4,4,9756.128906,212715.1719,8,12,255,255,1214525522,1765256098,53,735,0,0,2590.400819,1991.723731,43.407429,27.615727,0.000562,0.000443,0.000119,0,0,0.0,0.0,0,3,1,3,3,1,1,1,0,0.04804532577903683,0.6153846153846154,0.04586453779633856,1.2999297286935356,15.334847905144764,585897.8751537257
63729,46132,114,5,0.115077,2054,2478,31,29,6,6,0,136326.1094,165106.8438,22,24,255,255,961484580,961794017,93,103,0,0,426.43019,407.860483,5.463048,4.975739,0.000806,0.000627,0.000179,0,0,0.0,0.0,1,14,5,1,2,2,1,1,0,0.8285599031867689,0.88,0.8256791819359947,1.0429723774503294,41.25275653609571,82732806.31398037
14526,47344,120,2,0.001075,146,178,31,29,0,0,2,543255.8125,662325.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0.0,1,4,3,2,3,1,1,1,0,0.8156424581005587,0.6666666666666666,0.820223501907339,0.0,3.995704617536149,2214592.767830007
41204,47344,120,6,3e-06,264,0,60,0,0,0,2,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,21,21,14,14,14,14,21,0,264.0,2.0,352000000.0,0.0,1.999994000018,103712627.35675919
15858,46132,114,5,0.004084,1036,2262,31,29,4,4,0,1860920.75,4062683.75,12,12,255,255,3554070855,1408956656,86,189,0,0,17.370287,0.378789,0.340273,0.318636,0.000711,0.000576,0.000135,0,0,0.0,0.0,0,5,8,5,3,1,1,1,0,0.45779938135218734,0.9230769230769231,0.4580519692058312,12.59821988716185,23.902382669179072,84946476.97986867
28114,62606,114,5,1.00679,1684,10168,31,29,3,5,5,12427.61621,76313.82813,14,18,255,255,3464835185,1320541149,120,565,1,3924,8765.962364,7676.338786,77.418849,59.188176,0.000748,0.000587,0.000161,0,0,1.0,0.0,1,2,2,4,3,1,1,1,0,0.16560133739797422,0.7368421052631579,0.16284667756612034,1.1417969961134395,15.945863792424717,456696.6809871054
26887,62606,114,5,1.079044,1580,10168,31,29,3,5,5,10742.84277,71203.77344,12,18,255,255,3309417378,3310427185,132,565,1,3924,10075.77606,8114.258345,98.062366,63.442591,0.000656,0.000516,0.00014,0,0,1.0,0.0,1,4,4,3,2,2,1,1,0,0.15537417641852688,0.631578947368421,0.15087250827435536,1.2415841408435162,14.429709039346934,581872.0888716358
7218,62606,114,5,1.450098,1684,10168,31,29,3,5,5,8628.381836,52984.00391,14,18,255,255,615889579,631357055,120,565,1,3924,10204.00508,8932.607853,111.519079,85.266824,0.000729,0.000553,0.000176,0,0,1.0,0.0,1,4,3,3,1,1,1,1,0,0.16560133739797422,0.7368421052631579,0.16284573368449903,1.1422042749025958,13.06070206171345,1447686.3982074715
21537,59244,114,5,0.008908,424,8824,31,29,1,4,4,333183.6563,7264481.5,8,12,255,255,2662690315,519959107,53,735,0,0,89.312784,46.801316,1.227857,0.767364,0.000574,0.000461,0.000113,0,0,0.0,0.0,0,3,3,5,6,1,1,4,0,0.04804532577903683,0.6153846153846154,0.045864747599020296,1.868416844423279,19.82341303666935,1119347.5274680196
34279,43880,114,5,0.134116,2974,32400,31,29,7,18,0,173760.0313,1894002.25,48,50,255,255,3031242712,882266001,62,648,0,0,211.088461,202.850438,2.80766,2.71302,0.001343,0.00117,0.000173,0,0,0.0,0.0,0,6,1,2,4,1,1,1,0,0.09178729051572482,0.9411764705882353,0.09174220334627198,1.0355065364147022,86.41091387477118,15635851.32822909
25109,42005,114,5,0.02018,2974,32400,31,29,7,18,0,1154806.75,12587512.0,48,50,255,255,3833298971,3829467369,62,648,0,0,25.054599,23.608804,0.430283,0.409812,0.000621,0.0005,0.000121,0,0,0.0,0.0,0,3,9,5,3,1,1,1,0,0.09178729051572482,0.9411764705882353,0.09174224884613823,1.0181152647645941,96.06147934678194,17996947.622856088
22754,20642,114,5,0.014864,2438,19242,31,29,7,13,0,1277718.0,10097417.0,38,40,255,255,4246335905,4259780272,64,481,0,0,0.0,21.534755,0.404333,0.367872,0.000637,0.000514,0.000123,0,0,0.0,0.0,0,4,12,3,3,1,1,2,0,0.1266954217117913,0.926829268292683,0.12653908157511157,0.0,76.85758880007567,6285769.71863929
21955,16984,120,2,0.001797,520,304,31,29,0,0,0,1736227.125,1015025.063,4,4,0,0,0,0,130,76,0,0,0.636162,0.334467,0.455333,0.242,0.0,0.0,0.0,0,0,0.0,0.0,1,6,11,3,3,1,1,3,0,1.7049180327868851,0.8,1.7105246734930393,0.47671617207469347,7.9856497873321635,1648632.596986018
37413,61478,114,5,0.019191,1540,1644,31,29,4,4,0,601948.8125,647386.75,16,18,255,255,3500577431,1356136921,96,91,0,0,77.027976,2.186691,1.2582,1.100353,0.000612,0.000481,0.000131,0,0,0.0,0.0,1,9,19,9,12,6,1,7,0,0.9361702127659575,0.8421052631578947,0.9298118669993369,24.17177442055097,33.35979222736464,1063502.8184641984
56374,10833,120,2,0.001692,536,304,31,29,0,0,0,1900709.25,1078014.25,4,4,0,0,0,0,134,76,0,0,0.592555,0.300999,0.424,0.217333,0.0,0.0,0.0,0,0,0.0,0.0,0,5,3,1,2,1,1,2,0,1.7573770491803278,0.8,1.763156179840684,0.45546153379057175,7.98648686422573,96843849.5181113
47231,23747,114,5,0.188847,4862,77276,31,29,7,36,0,203551.0156,3235550.5,84,86,255,255,1215921304,1247465743,58,899,0,0,156.037688,154.647533,2.271578,2.241774,0.000659,0.000535,0.000124,0,0,0.0,0.0,0,11,10,3,2,1,1,2,0,0.0629165210864811,0.9655172413793104,0.06291076362097776,1.002506657140528,142.9956924650523,1171626.5355387034
15941,14429,114,5,0.090057,3614,47158,31,29,7,24,0,315711.1563,4121656.25,60,62,255,255,782586925,782893112,60,761,0,0,85.485112,83.423745,1.520644,1.466098,0.000758,0.000614,0.000144,0,0,0.0,0.0,1,19,11,2,11,1,1,1,0,0.07663436459636548,0.9523809523809523,0.07659811021404071,1.0125719014241787,111.92075276797452,895968.8808200941
43473,61478,114,2,6.496869,14354,576716,31,29,23,204,0,17604.78711,708593.625,250,457,255,255,3293220312,1174197981,57,1262,0,0,8607.15957,6354.254856,26.091844,14.245939,0.000682,0.00055,0.000132,0,0,0.0,0.0,1,7,7,2,4,1,1,1,0,0.024889157073573347,0.5458515283842795,0.024844652342656426,1.3543374365032703,94.30603629328456,371135.68496468785
28557,7042,114,5,0.004346,528,8824,31,29,1,4,4,876208.0,14890014.0,10,12,255,255,172014428,2324364212,53,735,0,0,34.100271,20.237442,0.448222,0.352545,0.000592,0.000465,0.000127,0,0,0.0,0.0,0,3,3,8,7,1,1,6,0,0.059830028328611895,0.7692307692307693,0.05884534031698423,1.6056675281326251,21.904801731674144,86609500.33095196
17766,46132,114,5,0.008324,1920,4312,31,29,6,6,0,1761653.0,3972128.75,22,24,255,255,3701964163,3702178906,87,180,0,0,29.032676,20.49587,0.3989,0.342261,0.000566,0.000445,0.000121,0,0,0.0,0.0,1,1,8,3,3,1,1,1,0,0.4451657778808254,0.88,0.44350338757186875,1.3506164672562682,45.620256980891064,1157583.8041748418
5460,47344,120,2,0.001062,146,178,31,29,0,0,2,549905.8125,670433.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.009,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0,2,5,5,4,2,1,2,0,0.8156424581005587,0.6666666666666666,0.8202234820609706,0.0,3.995756506590002,2906105.675607409
41816,61478,114,5,4.407499,22424,964570,31,29,34,344,0,40599.89844,1748471.0,398,758,255,255,1028719183,3182945943,56,1273,0,0,4803.103761,3468.540031,11.185754,5.837152,0.000556,0.000447,0.000109,0,0,0.0,0.0,0,8,8,3,1,1,1,4,0,0.023247640660977783,0.5243741765480896,0.02322021653192044,1.3843632637423806,213.77720088343983,118457760.99859639
62221,51762,114,5,0.011219,2542,21294,31,29,7,14,0,1767715.375,14822711.0,40,42,255,255,393877434,400193671,64,507,0,0,0.0,14.580108,0.278744,0.260122,0.000701,0.00055,0.000151,0,0,0.0,0.0,1,5,9,2,5,1,1,1,0,0.11937074430617516,0.9302325581395349,0.11925721656064019,0.0,81.09024850205543,1244226.63753774
64554,47344,120,2,0.001091,146,178,31,29,0,0,2,535288.6875,652612.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.001,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0,2,4,2,1,1,1,2,0,0.8156424581005587,0.6666666666666666,0.8202234439769649,0.0,3.9956407559352747,20168869.028922636
44724,57891,114,5,0.069016,3598,46456,31,29,7,24,0,410223.7188,5298133.5,60,62,255,255,443510078,443836665,60,749,0,0,79.359201,78.901716,1.164153,1.121705,0.000724,0.000581,0.000143,0,0,0.0,0.0,1,14,2,3,3,1,1,2,0,0.07744796263211141,0.9523809523809523,0.07742795483957608,0.9932102209169076,114.1236426770039,484849.6970966133
40163,25612,114,5,0.020962,2958,32648,31,29,7,18,0,1105619.75,12211049.0,48,50,255,255,1721336718,3876627003,62,653,0,0,25.851635,24.852045,0.439085,0.415245,0.000757,0.000604,0.000153,0,0,0.0,0.0,1,4,10,1,2,1,1,1,0,0.09060001837728568,0.9411764705882353,0.09054256185995471,0.9999841405196379,95.98790160652405,596361.739576943
64385,47344,120,2,0.001051,146,178,31,29,0,0,2,555661.3125,677450.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.005,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0,4,4,2,4,3,1,1,0,0.8156424581005587,0.6666666666666666,0.8202235456675514,0.0,3.9958004137651333,732645.6537414137
3445,16512,114,5,0.802484,18687,1760,62,252,13,7,9,180479.6094,16718.0918,32,21,255,255,1646048293,4156302221,584,84,0,0,1519.317386,42.497824,25.88658,39.730949,0.054252,0.007149,0.047103,0,1,0.0,0.0,1,1,1,1,1,1,1,1,1,10.611584327086883,1.4545454545454546,10.794821367031432,34.92858369191065,29.40386710783563,799504.1392810417
41204,47344,120,6,1e-05,264,0,60,0,0,0,2,105600000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,26,26,9,9,9,5,26,0,264.0,2.0,105600000.0,0.0,1.9999800001999979,65413401.9354595
453,47344,120,6,2e-06,264,0,60,0,0,0,2,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,24,24,24,14,31,0,264.0,2.0,528000000.0,0.0,1.999996000008,209994782.05772263
30114,27769,114,5,0.018581,2854,31142,31,29,7,17,0,1202088.25,13129111.0,46,48,255,255,1241888777,3409151277,62,649,0,0,25.54622,25.51395,0.414477,0.38466,0.000615,0.000499,0.000116,0,0,0.0,0.0,0,10,5,2,3,1,1,5,0,0.09164178145971807,0.9387755102040817,0.09155899119453013,0.9635011003641479,92.28524781043433,789210.1414904086
802,61478,114,5,0.013429,1540,1644,31,29,4,4,0,860227.875,925161.9375,16,18,255,255,2649203776,2652184899,96,91,0,0,61.121762,1.411485,0.874333,0.763353,0.000566,0.00045,0.000116,0,0,0.0,0.0,0,9,6,5,6,5,1,5,0,0.9361702127659575,0.8421052631578947,0.9298122959016611,25.34610914021858,33.54946424465849,50678439.149915636
44303,47344,120,2,0.001112,146,178,31,29,0,0,2,525179.875,640287.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.01,0.002,0.0,0.0,0.0,0,0,0.0,0.0,0,3,5,1,7,1,1,1,0,0.8156424581005587,0.6666666666666666,0.8202234128524618,0.0,3.9955569406819618,504013.1123951679
39612,56758,114,5,0.337768,5486,92132,31,29,7,42,0,128585.3047,2159873.0,96,98,255,255,665065818,721325002,57,940,0,0,210.876711,208.430187,3.540695,3.477134,0.000617,0.000482,0.000135,0,0,0.0,0.0,1,8,6,6,4,1,1,1,0,0.05954435435728783,0.9696969696969697,0.059533706456950726,1.0069069508112505,145.01767122550396,373061.34486500575
14103,12749,114,5,0.257205,4824,2768,31,29,7,7,0,143791.9063,82517.83594,24,24,255,255,2485605284,2484502832,201,115,0,0,829.850669,23.60582,11.169305,11.159261,0.000667,0.000538,0.000129,0,0,0.0,0.0,0,3,5,4,6,1,1,3,0,1.7421451787648972,0.96,1.7425343518484926,33.725788004626544,38.17993087841681,885300.2797137384
58131,62606,114,5,1.007412,1580,10168,31,29,3,5,5,11506.71289,76266.71094,12,18,255,255,3187327818,1038786188,132,565,1,0,9538.412702,7684.352232,91.545456,59.228647,0.000667,0.000521,0.000146,0,0,1.0,0.0,1,1,1,2,1,1,1,1,0,0.15537417641852688,0.631578947368421,0.15087266614114536,1.2411158804516846,14.944615255861777,913450.6534559648
51586,56921,114,5,0.016053,2766,28348,31,29,7,16,0,1347536.25,13820220.0,44,46,255,255,4057392374,1912283924,63,616,0,0,20.940726,19.923687,0.364488,0.343133,0.00076,0.000604,0.000156,0,0,0.0,0.0,1,10,10,5,2,1,1,1,0,0.09756957917386856,0.9361702127659575,0.09750468172686963,1.0008143402259841,88.57805645965318,672528.0072800452
20397,25711,114,5,0.017805,2542,21874,31,29,7,14,0,1113844.375,9594608.0,40,42,255,255,1777632555,1791532169,64,521,0,0,0.0,28.537075,0.448692,0.422098,0.000601,0.000494,0.000107,0,0,0.0,0.0,0,2,7,3,2,1,1,2,0,0.11620571428571429,0.9302325581395349,0.11609064788361881,0.0,80.56553072543365,875617.6381702177
36882,47344,120,2,0.001036,146,178,31,29,0,0,2,563706.5625,687258.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.008,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0,1,5,1,1,1,1,4,0,0.8156424581005587,0.6666666666666666,0.820223523586199,0.0,3.9958602887408645,1189263.8256440675
453,47344,120,6,3e-06,264,0,60,0,0,0,2,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,37,37,35,35,35,18,37,0,264.0,2.0,352000000.0,0.0,1.999994000018,229820968.14786908
22031,47344,120,2,0.001074,146,178,31,29,0,0,2,543761.625,662942.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0.0,1,2,1,4,6,1,1,3,0,0.8156424581005587,0.6666666666666666,0.8202234882095866,0.0,3.9957086089539833,1072348.7652888722
41204,47344,120,6,2e-06,264,0,60,0,0,0,2,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,44,44,23,23,23,23,44,0,264.0,2.0,528000000.0,0.0,1.999996000008,241976027.45651996
41484,47344,120,2,0.001052,130,162,31,29,0,0,2,494296.5938,615969.625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.009,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0,3,3,2,6,3,2,3,0,0.7975460122699386,0.6666666666666666,0.8024678024215846,0.0,3.9957964221638833,1067163.7390420544
52977,47344,120,2,0.001243,146,178,31,29,0,0,2,469831.0313,572807.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.008,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0,1,1,1,2,1,1,1,0,0.8156424581005587,0.6666666666666666,0.8202232989002981,0.0,3.9950341725235528,45766055.33313865
29820,47344,120,2,0.001048,130,162,31,29,0,0,2,496183.2188,618320.625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.007,0.001,0.0,0.0,0.0,0,0,0.0,0.0,1,4,1,2,2,1,1,1,0,0.7975460122699386,0.6666666666666666,0.8024678399368613,0.0,3.99581238861673,935400.2673128644
59701,62606,114,5,1.14616,1468,10056,31,29,1,4,0,9227.333008,65805.82031,10,16,255,255,875380772,3043899018,147,629,0,0,310.484688,8230.647702,127.311891,76.33207,0.0,0.0,0.0,0,0,0.0,0.0,1,15,12,1,3,1,1,1,0,0.1459679824997514,0.5882352941176471,0.14021849049281318,0.03771841303710838,12.114660603123719,1099199.5335044148
54870,59973,114,5,0.015062,2766,25812,31,29,7,16,0,1436197.125,13411765.0,44,46,255,255,2061748335,2062081480,63,561,0,0,19.43779,17.973883,0.341977,0.316756,0.000953,0.000797,0.000156,0,0,0.0,0.0,1,2,5,2,2,1,1,1,0,0.10715530934025491,0.9361702127659575,0.10708486302251322,1.0244497660283876,88.66453477718603,1397056.0237268072
